timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1623327021306,8541,HTTP Request,200,OK,testingadw 1-233,text,true,,15059,225,1000,1000,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8278,0,2770
1623327021358,8494,HTTP Request,200,OK,testingadw 1-313,text,true,,15059,225,999,999,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8226,0,2720
1623327021314,8891,HTTP Request,200,OK,testingadw 1-11,text,true,,15059,225,998,998,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8609,0,2768
1623327021339,8949,HTTP Request,200,OK,testingadw 1-82,text,true,,15059,225,997,997,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8664,0,2733
1623327021309,9082,HTTP Request,200,OK,testingadw 1-205,text,true,,15059,225,996,996,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8802,0,2772
1623327021359,9121,HTTP Request,200,OK,testingadw 1-370,text,true,,15059,225,995,995,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8847,0,2718
1623327021390,9092,HTTP Request,200,OK,testingadw 1-190,text,true,,15059,225,994,994,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8809,0,2686
1623327021292,9248,HTTP Request,503,Service Unavailable,testingadw 1-280,text,false,,17787,225,993,993,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8961,0,5669
1623327021450,9152,HTTP Request,503,Service Unavailable,testingadw 1-416,text,false,,17787,225,992,992,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8871,0,5586
1623327021289,9326,HTTP Request,503,Service Unavailable,testingadw 1-116,text,false,,17787,225,991,991,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9052,0,5762
1623327021293,9331,HTTP Request,503,Service Unavailable,testingadw 1-34,text,false,,17787,225,990,990,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9055,0,5761
1623327021415,9227,HTTP Request,503,Service Unavailable,testingadw 1-412,text,false,,17787,225,989,989,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8947,0,5662
1623327021380,9305,HTTP Request,200,OK,testingadw 1-290,text,true,,15059,225,988,988,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9026,0,2696
1623327021393,9297,HTTP Request,200,OK,testingadw 1-102,text,true,,15059,225,987,987,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9016,0,2686
1623327021282,9414,HTTP Request,503,Service Unavailable,testingadw 1-267,text,false,,17787,225,986,986,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9133,0,5845
1623327021283,9418,HTTP Request,503,Service Unavailable,testingadw 1-33,text,false,,17787,225,985,985,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9140,0,5855
1623327021282,9446,HTTP Request,503,Service Unavailable,testingadw 1-268,text,false,,17787,225,984,984,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9154,0,5857
1623327021453,9279,HTTP Request,503,Service Unavailable,testingadw 1-437,text,false,,17787,225,983,983,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8992,0,5704
1623327021282,9563,HTTP Request,503,Service Unavailable,testingadw 1-291,text,false,,17787,225,982,982,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9240,0,5932
1623327021266,9579,HTTP Request,503,Service Unavailable,testingadw 1-12,text,false,,17787,225,982,982,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9263,0,5977
