timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622486087954,8021,HTTP Request,503,Service Unavailable,oracleADW 1-361,text,false,,17219,228,1000,1000,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,7758,0,4697
1622486087935,8381,HTTP Request,503,Service Unavailable,oracleADW 1-138,text,false,,17219,228,999,999,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8096,0,7038
1622486087874,8470,HTTP Request,503,Service Unavailable,oracleADW 1-168,text,false,,17219,228,998,998,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8178,0,5845
1622486087933,8506,HTTP Request,503,Service Unavailable,oracleADW 1-35,text,false,,17219,228,997,997,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8213,0,6115
1622486087929,8517,HTTP Request,503,Service Unavailable,oracleADW 1-102,text,false,,17219,228,996,996,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8233,0,5796
1622486087884,8651,HTTP Request,503,Service Unavailable,oracleADW 1-118,text,false,,17219,228,995,995,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8366,0,5980
1622486087933,8748,HTTP Request,503,Service Unavailable,oracleADW 1-330,text,false,,17219,228,994,994,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8472,0,6369
1622486087912,8838,HTTP Request,503,Service Unavailable,oracleADW 1-117,text,false,,17219,228,993,993,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8556,0,6425
1622486087916,8859,HTTP Request,503,Service Unavailable,oracleADW 1-111,text,false,,17219,228,992,992,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8582,0,6071
1622486087879,8910,HTTP Request,503,Service Unavailable,oracleADW 1-298,text,false,,17219,228,991,991,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8628,0,6306
1622486087929,9028,HTTP Request,503,Service Unavailable,oracleADW 1-46,text,false,,17219,228,990,990,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8747,0,5851
1622486087922,9183,HTTP Request,503,Service Unavailable,oracleADW 1-325,text,false,,17219,228,989,989,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,8897,0,8283
1622486087889,9355,HTTP Request,503,Service Unavailable,oracleADW 1-85,text,false,,17219,228,988,988,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9078,0,7261
1622486087908,9476,HTTP Request,503,Service Unavailable,oracleADW 1-116,text,false,,17219,228,987,987,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9190,0,7907
1622486087923,9555,HTTP Request,503,Service Unavailable,oracleADW 1-221,text,false,,17219,228,986,986,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9271,0,7979
1622486087874,10071,HTTP Request,503,Service Unavailable,oracleADW 1-279,text,false,,17219,228,985,985,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9795,0,6312
1622486087916,10137,HTTP Request,503,Service Unavailable,oracleADW 1-105,text,false,,17219,228,984,984,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,9852,0,5860
1622486087908,10308,HTTP Request,503,Service Unavailable,oracleADW 1-60,text,false,,17219,228,983,983,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,10018,0,7872
1622486087935,10478,HTTP Request,503,Service Unavailable,oracleADW 1-30,text,false,,17779,228,982,982,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,10195,0,6894
1622486087888,10556,HTTP Request,503,Service Unavailable,oracleADW 1-185,text,false,,17779,228,981,981,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,10267,0,6979
1622486087947,10502,HTTP Request,503,Service Unavailable,oracleADW 1-333,text,false,,17219,228,980,980,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,10216,0,6128
