timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622570700976,11523,HTTP Request,200,OK,oracleADW 1-51,text,true,,15059,228,500,500,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11258,0,5671
1622570701150,11384,HTTP Request,200,OK,oracleADW 1-455,text,true,,15059,228,499,499,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11088,0,5487
1622570701049,11501,HTTP Request,200,OK,oracleADW 1-82,text,true,,15059,228,498,498,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11223,0,5620
1622570700975,11613,HTTP Request,200,OK,oracleADW 1-19,text,true,,15059,228,497,497,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11331,0,5708
1622570701122,11500,HTTP Request,200,OK,oracleADW 1-439,text,true,,15059,228,496,496,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11212,0,5545
1622570701159,11465,HTTP Request,200,OK,oracleADW 1-457,text,true,,15059,228,495,495,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11172,0,5513
1622570701120,11531,HTTP Request,200,OK,oracleADW 1-436,text,true,,15059,228,494,494,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11250,0,5556
1622570701124,11569,HTTP Request,200,OK,oracleADW 1-437,text,true,,15059,228,493,493,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11287,0,5528
1622570700975,11724,HTTP Request,200,OK,oracleADW 1-166,text,true,,15059,228,492,492,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11447,0,5695
1622570701048,11719,HTTP Request,200,OK,oracleADW 1-254,text,true,,15059,228,491,491,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11432,0,5613
1622570700982,11832,HTTP Request,200,OK,oracleADW 1-104,text,true,,15059,228,490,490,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11543,0,5687
1622570701164,11673,HTTP Request,200,OK,oracleADW 1-462,text,true,,15059,228,489,489,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11389,0,5488
1622570701126,11725,HTTP Request,200,OK,oracleADW 1-441,text,true,,15059,228,488,488,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11443,0,5535
1622570701046,12182,HTTP Request,200,OK,oracleADW 1-257,text,true,,15059,228,487,487,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11889,0,5669
1622570701029,12204,HTTP Request,200,OK,oracleADW 1-364,text,true,,15059,228,486,486,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11909,0,5789
1622570701122,12230,HTTP Request,200,OK,oracleADW 1-427,text,true,,15059,228,485,485,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,11950,0,5636
1622570700972,12443,HTTP Request,200,OK,oracleADW 1-27,text,true,,15059,228,484,484,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,12156,0,5772
1622570700970,12465,HTTP Request,200,OK,oracleADW 1-282,text,true,,15059,228,483,483,https://g710506a63ec50c-demodb.adb.us-ashburn-1.oraclecloudapps.com/ords/root/may2018/,12183,0,5818
